이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간,키워드
어부사시가,"해물,생선",4.5,129,서울 관악구 관악로14길 31 1층 / (지번) 봉천동 1603-15,37.47901252,126.9542963,02-877-9288,"화덕 고등어구이 (13,000원), 제육볶음 (10,000원), 오징어볶음 (10,000원), 된장찌개 (8,000원), 순두부찌개 (8,000원), 참치김치찌개 (8,000원), 카레순두부찌개 (8,000원)",영업시간 매일 11:00 ~ 20:50 · 휴게시간 매일 15:40 ~ 17:00,"집밥같은, 푸짐한, 정갈한, 다양한, 가성비좋은, 순두부찌개, 제육볶음, 백반, 고등어구이, 참치김치찌개, 저녁식사"
술이남,"호프,요리주점",4.6,73,서울 관악구 신림동길 5 2층 / (지번) 신림동 1431-43,37.48733682,126.9281623,070-4101-0884,"밀푀유나베(25,000원), 로제 해물찜(20,000원), 스무디화채(14,000원), 김치~즈볶음밥(8,000원), 해물짬뽕(20,000원), 고추크림짬뽕(22,000원), 로제 파제육볶음(20,000원), 목살숙주볶음(16,000원), 퀘사디아(15,000원), 이런쉬벨꼬치(15,000원), 달콤브라우니(7,000원), 토마토해물뽕(20,000원)",매일 18:00 ~ 03:00,"친절하고, 분위기있는, 친절한, 맛있는, 귀여운, 과일소주, 술집, 파스타, 아이스크림, 투움바, 재방문, 데이트, 추억, 단골집, 가성비"
바다수다,회,4.7,145,서울 관악구 쑥고개로 73-1 1층 / (지번) 봉천동 1564-4,37.47961527,126.9447601,0503-7151-7110,"활 고등어 사시미(54,000원), 제철모듬사시미(69,000원), 활고등어+大참돔(65,000원), 활고등어+大광어(65,000원), 1인 모듬사시미 추가(42,000원), 참다랑어 뱃살(혼마구로)(변동), 단새우+우니(49,000원), 단새우(아마애비)(19,000~35,000원), 성게알(우니)(25,000~45,000원), 大참돔+大광어(65,000원), 대광어 사시미(49,000원), 대참돔 사시미(59,000원), 북해도 가리비 관자 구이(변동), 흑점줄전갱이(시마아지)(변동), 생새우튀김(8pc)(10,000원), 대방어+활고등어(겨울)(변동), 대방어+대광어(겨울)(변동), 대방어(겨울)(변동), 여수 대삼치 사시미(겨울)(변동), 무늬오징어 사시미(변동), 석화 제철굴(겨울)(14,000~25,000원)",월~토 16:00~24:00 (라스트오더 22:30) / 일 정기휴무,"깔끔하고, 맛있는, 친절한, 신선한, 다양한, 참돔, 단새우, 새우튀김, 매운탕, 광어, 데이트하기좋은, 단체모임, 동네맛집, 평일저녁, 단골집"
세월마차,실내포장마차,4.5,87,서울 관악구 은천로 32 1층 / (지번) 봉천동 951-4,37.48606883,126.938884,,"주꾸미 (18,000원), 김치찌개 (15,000원), 제육볶음 (15,000원), 대구탕 (18,000원), 전어구이 (15,000원), 닭발 (15,000원), 어묵탕 (10,000원), 참소라 (18,000원), 오돌뼈 (10,000원), 두부김치 (18,000원), 닭볶음탕 (18,000원), 오징어 (15,000원), 갑오징어 (20,000원), 대하구이 (18,000원), 샛고막 (가격정보 없음)",매일 17:00 ~ 05:00,"칼칼한, 가성비좋은, 노포, 다양한, 오래된, 안주, 포차, 갑오징어숙회, 단골, 술한잔, 추억"
돈벼락삼겹살,"육류,고기",4.7,321,서울 관악구 난곡로 341 1층 / (지번) 신림동 522-2,37.4844445,126.9137625,0507-1430-2384,"대패삼겹살(8,000원), 생삼겹살(15,000원), 김치찌개 밀키트(5,000원), 뼈해장국 밀키트(5,000원), 감자탕(8,000원), 뼈해장국(8,000원), 김치찌개(8,000원)",매일 11:30 ~ 24:00,"신선한, 맛있는, 다양한, 가성비좋은, 친절한, 대패삼겹살, 생삼겹살, 우삼겹, 볶음밥, 한우, 혼자갈만한, 단체모임, 무한리필, 단골집, 넓은공간"
쑥고개,"호프,요리주점",4.7,249,서울 관악구 관악로14길 16 / (지번) 봉천동 1598-5,37.47907452,126.9534009,0507-1426-1503,"통삼겹김치찜(26,000원), 누룽지통닭(24,000원), 리치골드 구슬떡볶이 + 튀김 set(22,000원), 가리비술찜(20,000원), 치킨청양크림파스타(22,000원), 우삼겹나베(22,000원), 김치우동나베(20,000원), 레드로제오돌뼈(19,000원), 오꼬노미우삼겹숙주볶음(17,000원), 왕소세지 투움바우동(17,000원), 와플감자전(10,000원), 깐풍기&깐풍새우(18,000원), 게살갈릭매운크림리조또(18,000원), 쉬림프게살갈릭크림리조또(17,000원), 쯔란닭껍질튀김(11,000원), 달달계란토스트(12,000원), 트러플짜파게티(8,000원), 맥앤치즈이불감튀(10,000원), 뿌링치즈볼&감자튀김(10,000원), 브라우니&요거트아이스크림(6,000원), 블루베리 요.아(8,000원), 주먹밥(4,000원)","월~목·일 17:00~01:00, 금~토 17:00~02:00","맛있는, 다양한, 특별한, 친절한, 데이트하기좋은, 안주, 샤로수길, 나베, 튀김, 주먹밥, 단체모임, 접근성, 술한잔, 태블릿, 단골집"
베이컨시,이탈리안,4.6,237,서울 관악구 봉천로62길 5 옥산빌딩 지하1층 / (지번) 봉천동 1627-10,37.47784875,126.9588999,0507-1428-6958,"멜란짜네(19,000원), 그릴드 엔쵸비(17,000원), 감바스 알 아히요(18,000원), 새우 로제(17,000원), 볼로네제 라구(18,000원), 애플소보로 피자(17,000원), 카프레제 밤(17,000원), FULL플레이트(19,000원), 봉골레(17,000원), 트러플 살라미(18,000원), 치즈 트랩(18,000원), 루꼴라(17,000원), 예약금(20,000원)","수~목 17:00~23:30(라스트오더 22:30), 금~토 17:00~24:00(라스트오더 23:00), 매주 일요일·월요일 정기휴무","낡은, 예쁜, 친절한, 맛있는, 데이트하기좋은, 와인, 봉골레파스타, 라구파스타, 새우로제파스타, 루꼴라피자, 데이트코스, 평일저녁, 사진찍기좋은, 저녁식사, 재주문"
카페달달스콘,카페,4.5,116,서울 관악구 조원로 129 1층 / (지번) 신림동 503-4,37.48554039,126.9166393,010-2074-7587,"스콘(3,500원), 수절미(6,500원), 아메리카노(3,500원), 과일에이드(6,000원), 말라라떼(6,000원)",수~일 07:50~23:30(라스트오더 23:20),"맛있는, 친절한, 편안함, 예쁜, 아늑하고, 카이막, 휘낭시에, 까눌레, 마들렌, 케이크, 브런치, 사진찍기좋은, 단골, 쇼파, 노트북"
문성골족발집,"족발,보쌈",4.5,290,서울 관악구 신원로 16 영신상가 1층 / (지번) 신림동 1636-35,37.48073968,126.9279319,02-855-8789,"족발 반+양념 반(중/대)(39,000원), 앞발(소)(26,000원), 뒷발(중)(35,000원), 앞발(대)(40,000원), 양념족발(소)(27,000원), 양념족발(중)(36,000원), 양념족발(대)(40,000원), 쟁반국수(소/중)(6,000원), 계란찜(5,000원), 김가루알밥(4,000원)","월~토 13:30~23:00, 일요일 정기휴무, 재료 소진 시 조기마감","친절한, 신선한, 맛있는, 쫄깃한, 가성비좋은, 족발, 매운족발, 반반족발, 주먹밥, 순두부찌개, 동네맛집, 술한잔, 단골집, 평일저녁, 접근성"
록갈비,갈비,4.6,312,서울 관악구 봉천로6길 18 1층 / (지번) 신림동 1450-29,37.48892218,126.925316,02-877-9222,"양념쪽갈비(16,000원), 매운쪽갈비(16,000원), 날치알 주먹밥(4,000원), 불주먹밥(5,000원), 누룽지(4,000원), 얼음동동묵사발(5,000원), 계란찜(3,000원)",매일 16:00 ~ 24:00,"친절한, 달달한, 편하게, 맛있는, 귀여운, 날치알주먹밥, 등갈비, 양념쪽갈비, 돼지껍데기, 묵사발, 가성비, 평일저녁, 카메라, 외식, 단골집"
일품,삼겹살,5,172,서울 관악구 신림동길 26 신림빌딩 1층 101호 / (지번) 신림동 1458-3,37.48717869,126.9258288,02-882-9279,"한근세트(54,000원), 숙성 정가브리살(15,000원), 숙성 육즙목살(15,000원), 숙성 특삼겹살(15,000원), 차돌된장찌개(3,000원), 반근세트(28,000원), 투뿔 육사시미(20,000원), 투뿔 육회(20,000원), 소고기라면(6,000원), 일품 숙성 소갈비살(17,000원), 대파멜조림(3,000원), 냉면(7,000원), 해물사골술밥(8,000원), 날치알치즈김치볶음밥(8,000원), 계란찜(6,000원), 새송이버섯(3,000원), 구워먹는 일품껍데기(7,000원)",영업시간 일 12:30 ~ 22:00,"맛있는, 편하게, 가성비좋은, 다양한, 친절한, 돼지고기, 콜키지, 한우, 된장술밥, 항정살, 단체모임, 평일저녁, 외식, 데이트코스, 단골집"
돈카츠창현,일식,4.8,75,서울 관악구 관악로12길 104 1층 / (지번) 봉천동 1624-4,37.47714758,126.9581196,070-4353-0058,"안심 (14,000원), 등심 (13,000원), 상등심 (14,000원), 새우 (14,000원), 새우멘치 (4,000원), 안심추가 (3,000원), 한입 카레 (4,000원), 기린 생맥주 (5,000원), 음료수 (3,000원)",영업시간 매일 11:30 ~ 21:30 · 휴게시간 매일 15:30 ~ 17:00,"따뜻한, 맛있는, 깔끔한, 친절한, 깔끔하고, 일식, 생맥주, 안심돈카츠, 등심돈카츠, 카레, 접근성, 가성비, 혼자갈만한, 무한리필, 단골"
피니케이크하우스 (피피케이크하우스),디저트카페,4.5,67,서울 관악구 관악로12길 38 에코라움 1층 / (지번) 봉천동 1605-9,37.47782892,126.9544445,070-8836-8990,"주문제작케이크(변동), 도시락케이크(20,000원), 당일레터링(미니홀케이크)(37,000~38,000원), 반달케이크(29,000원), 아메리카노(4,500원), 메론크림소다(6,000원), 망고케이크(8,500원), 레몬얼그레이케이크(8,000원), 피스타치오딸기케이크(8,300원), 초콜릿케이크(8,000원), 딸기커스타드푸딩(7,600원)",영업시간 화~일 12:00 ~ 22:00,"예쁜, 다양한, 귀여운, 친절한, 아기자기한, 도시락케이크, 레터링케이크, 사진찍기좋은, 파티용품, 소품샵, 어버이날, 추억"
엘따뻬오,양식,4.5,111,서울 관악구 봉천로 580 2층 / (지번) 봉천동 1629-4,37.47688555,126.9617912,02-882-8835,"까수엘라 빠따따스 알 로 뽀브레(16,000원), 삔초스 모루노스(10,000원), 몬타디토스 데 쏠로미요(8,500원), 베요타 하몬과 치즈 두가지(52,000원), 몬타디토스 데 사르디나(10,000원), 감바스 알 아히요(17,000원), 이베리코 목살 스테이크(29,000원), 올리바스(6,000원), 또르띠야 데 빠따따(7,500원), 다띨레스 꼰 바꼰 프리또스(9,000원), 깔라마르 알 라 안달루싸(10,000원), 빠따따스 브라바스(8,500원), 라보 데 쎄르도 프리또(12,000원), 참삐뇨네스 알 아히요(13,500원), 까수엘라 데 초리쏘(18,000원), 뽈뽀 아 페이라(22,000원), 몬따디토스 데 하몬(8,500원), 빠에야 (시즌마다 바뀝니다)(17,500원), 쏠로미요 데 세르도 꼰 살사 알 라 삐미엔따(24,000원), 엔살라다 메디떼라네아(14,000원)",매일 12:00 ~ 24:00 · 휴게시간 매일 15:00 ~ 17:00,"즐거운, 친절한, 다양한, 맛있는, 이국적인, 바게트, 레스토랑, 상그리아, 와인, 든든한식사, 단체모임, 가성비, 추억, 혼자갈만한"
왓어원더,디저트카페,4.7,164,서울 관악구 관악로12길 43 1층 / (지번) 봉천동 1610-19,37.4779143,126.9548376,0507-1376-2946,"쑥쑥크림라떼 (6500원), 아인슈페너 (6,500원), 에그타르트(3,500원), 월간디저트(변동), 소금빵(2,800원), 호구마바스크치즈케이크(7,000원)",영업시간 매일 11:00 ~ 22:00,"다양한, 따뜻한, 귀여운, 맛있는, 예쁜, 핸드드립, 카이막, 시그니처, 바스크치즈케이크, 에이드, 사진찍기좋은, 노트북, 쇼파, 평일저녁, 단골집"
영구키친,중국요리,4.7,80,서울 관악구 청룡2길 19 1층 / (지번) 봉천동 914-18,37.48127888,126.9451152,070-7543-2309,"마늘탕수육(16,000원), 영구짜장(7,000원), 영구짬뽕(9,000원), 칠리새우(18,000원), 유린기(18,000원), 깐풍기(18,000원), 매운쟁반짜장(15,000원), 영구짬뽕밥(9,000원), 고기짬뽕(11,000원), 고기짬뽕밥(11,000원), 알짬뽕(11,000원)","영업시간 월,수,목,금,토,일 11:00 ~ 21:00 · 휴게시간 14:30 ~ 17:00","매콤한, 바삭한, 맛있는, 깔끔한, 깔끔하고, 알짬뽕, 세트메뉴, 탕수육, 짜장면, 신선한, 동네맛집, 단골, 혼자갈만한, 저녁식사"
골드식당,"육류,고기",4.7,50,서울 관악구 신사로10길 20 1층 / (지번) 신림동 517-26,37.48672603,126.9147521,010-7533-8261,"삼겹살(15,000원), 알목살(15,000원), 항정살(18,000원), 등심덧살(18,000원), 골드스페셜 (2인)(58,000원), 1+한우차돌(18,000원), 껍딱(8,000원), 애호박된장찌게(5,000원), 뚝배기 계란찜(5,000원), 물냉(7,000원), 비빔냉면(7,000원), 된장술밥(7,000원), 공기밥(1,000원)","월~목 16:30~23:30(라스트오더 23:00), 금~토 16:00~24:00(라스트오더 23:30), 일 16:00~23:00(라스트오더 22:30), 휴일 전날은 24:00까지 영업","다양한, 깔끔한, 깔끔하고, 맛있는, 친절한, 삼겹살, 생갈비, 항정살, 돼지고기, 샐러드, 저녁식사, 가족과함께, 신선한, 동네맛집, 단골집"
아이마회전초밥,"초밥,롤",4.6,120,서울 관악구 봉천로 576 1층 102호 / (지번) 봉천동 1629-2,37.47697388,126.961321,0507-1369-6332,"묵은지활어(3,000원), 광어(3,000원), 연어(3,000원), 육회초밥(3,000원), 광어(3,000원), 연어(3,000원), 찐전복(3,000원), 생새우(3,000원), 바다장어(3,000원), 소라(3,000원), 타코와사비(3,000원), 소고기초밥(3,000원), 초새우(3,000원), 도미조림(3,000원), 계란(2,000원), 날치알(2,000원), 유부(2,000원), 가리비(2,000원), 한치(2,000원), 간장새우(2,000원), 참치등살(3,000원), 전복(3,000원), 소고기(3,000원), 키조개 관자(3,000원), 미니우동(3,000원)","수~일 11:30~21:30, 월요일 정기휴무","친절한, 가성비좋은, 다양한, 맛있는, 신선한, 회전초밥집, 우니, 육회초밥, 광어초밥, 소라, 혼자갈만한, 평일저녁, 시계, 접근성, 저녁식사"
다글다글,치킨,4.5,149,서울 관악구 남현길 63-5 1층 / (지번) 남현동 1083-8,37.47418298,126.9762557,02-583-3231,"다글다글 닭강정(20,000원), 마늘강정(21,000원), 순살파닭(21,000원), 순살 크리스피(19,000원), 다글 윙,봉(22,000원), 다글 골뱅이(26,000원), 다글이 맥주 1000cc(6,000원)",매일 12:00 ~ 24:00,"맛있는, 친절한, 달달한, 깔끔한, 매콤한, 치킨, 닭강정, 순살치킨, 순살크리스피, 후라이드, 단체모임, 축구, 동네맛집, 야구, 단골집"
누아젯,카페,4.5,224,서울 관악구 낙성대로 22-10 1층 / (지번) 봉천동 1625-23,37.47700531,126.9586169,0507-1398-3318,"어니언스프(9,000원), 뵈프부르기뇽(디너메뉴)(21,000원), 무화과잠봉뵈르(12,000원), 화이트트러플라구파스타(17,000원), 마리나라 파스타(16,500원), 오리가슴살스테이크(디너메뉴)(31,000원), 오리다리요리(디너메뉴)(26,000원), 버섯크림파스타(15,000원), 비건플레이트(12,000원), 트러플 프로슈토 라비올리(18,000원), 가지토마토 라비올리(16,500원), 쉬림프 오일파스타(16,000원), 바질토마토 오일파스타(15,500원), 애플브리 크로와상(8,800원)","화~금 10:30~20:30(라스트오더 19:30), 토~일 11:00~19:00(라스트오더 18:00), 월요일 정기휴무","친절한, 신선한, 예쁜, 맛있는, 데이트하기좋은, 샌드위치, 바게트, 버섯크림파스타, 생면파스타, 샤로수길, 브런치, 혼자갈만한, 도장, 단골집, 넓은공간"
낙성골목집,"호프,요리주점",4.6,141,서울 관악구 봉천로 566 씨지비오피스텔 1층 101호 / (지번) 봉천동 1628-15,37.47746222,126.9602345,02-877-4171,"골목한상 (33,900원), 국물닭볶음탕 (29,000원), 해물부추전 (15,000원), 오감자채전 (15,000원), 골목김치전 (14,000원)",매일 17:00 ~ 01:00,"친절한, 가성비좋은, 다양한, 맛있는, 매콤한, 골목한상, 육회, 한상차림, 안주, 떡볶이, 단체모임, 술한잔, 접근성, 단골집, 데이트코스"
신림돼지뽈살,"육류,고기",4.7,102,서울 관악구 조원로2길 8 1층 / (지번) 신림동 1655-4,37.48321185,126.9026496,02-853-7179,"돼지껍데기 (200g) (11,000원), 뽈살 (200g) (16,000원), 목덜미살 (200g) (16,000원), 돼지갈비 (250g) (18,000원), 갈매기살 (200g) (18,000원), 오겹살 (200g) (18,000원), 묵은지찌개 (12,000원), 냉면 (8,000원), 냄비라면 (5,000원), 계란찜 (5,000원)",매일 15:00 ~ 01:00,"적당한, 친절한, 쫄깃한, 맛있는, 고소한, 돼지갈비, 돼지껍데기, 돼지고기, 묵은지, 숨은맛집, 술한잔, 특수부위, 단골, 동네맛집"
야장집,"호프,요리주점",5,62,서울 관악구 봉천로 614-1 1층 / (지번) 봉천동 1634-8,37.47548565,126.96529,0507-1431-0175,"마약배추전(13,000원), 얼큰두부전골(23,000원), 콩나물 국물닭발(21,000원), 황태골뱅이무침&카펠리니(21,000원), (제철)구룡포 햇과메기(변동), 해장오뎅탕(18,000원), 스팸&후라이(13,000원), 오돌뼈와 마요주먹밥(16,000원), 황태계란탕(16,000원), 간간한고등어구이(17,000원), 돼지두부김치(19,000원), (제철)석화(변동), 오징어숙회(15,000원), 메로나샤베트(10,900원), 파인샤베트(7,900원), 하이볼(8,500원), 90%건조오징어(17,000원), 통두부김치(13,000원), 50%반건조오징어(17,000원), 먹태&땅콩(14,000원), 오동통왕노가리(15,000원), 아이스황도(7,900원)",매일 17:00 ~ 01:30 (일요일과 월요일 중에 유동적으로 휴무일 정함),"얼큰한, 다양한, 친절한, 데이트하기좋은, 맛있는, 안주, 전골, 칼국수, 과메기, 주먹밥, 단체회식, 단체모임, 축구, 야구, 술한잔"
경복식당,한식,4.6,132,서울 노원구 공릉로39길 10 1층 (지번) 공릉동 740,37.62371326,127.0788535,02-949-7331,"가정식백반(8,000원), 제육볶음추가(3,000원)","화~일 10:30~20:00(브레이크타임 15:00~17:00), 월요일 정기휴무, 오전 9:00~10:00는 월 결제 손님 전용 시간.","가성비좋은, 든든한, 행복한, 넉넉한, 손맛, 백반집, 제육볶음, 혼자갈만한, 점심식사"
