이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간,한줄평
박명도봉평메밀막국수 본점,국수,4.1,111,"서울 용산구 원효로 184 1층
(지번) 원효로2가 43-4",37.53590792,126.9630748,02-717-7711,"물막국수 (11,000원), 비빔막국수 (11,000원), 들기름막국수 (11,000원), 묵사발 (10,000원), 메밀칼국수 (11,000원), 떡만두국 (10,000원), 옹심이 (12,000원), 웰빙수육 (중) (30,000원), 웰빙수육 (대) (40,000원), 버섯만두전골 (중) (30,000원), 버섯만두전골 (대) (40,000원), 묵무침 (18,000원), 감자전 (23,000원), 전병 (9,000원), 메밀전 (8,000원), 만두(4알) (7,000원), 생고기김치찌개 (11,000원), 생고기두루치기 (11,000원), 된장찌개 (11,000원), 토종닭도리탕 (45,000원)",매일 11:00 ~ 22:00,
부첼리하우스,양식,4,543,"서울 용산구 독서당로 122-1 1층
(지번) 한남동 1-90",37.53684643,127.0128552,02-792-5676,"내등심 (100g) (52,000원), 등심꽃 (100g) (55,000원), 우설 (100g) (40,000원)",월~금 11:30 ~ 23:00 · 휴게시간 월~금 14:30 ~ 18:00,
용산양다리 용산본점,양꼬치,4.6,129,"서울 용산구 원효로41길 15 1층
(지번) 원효로3가 37-2",37.53453943,126.958315,02-712-6238,"양다리구이 (소) (66,000원), 고급양갈비 (28,000원), 양삼겹 (20,000원), 양갈비살꼬치 (18,000원), 양꼬치 (16,000원), 마라룽샤 (35,000원), 마라샹궈 (30,000원), 마라탕 (30,000원), 마라새우 (30,000원), 향라새우 (22,000원), 바지락볶음 (20,000원), 마파두부 (15,000원), 건두부볶음 (15,000원), 가지튀김 (18,000원), 숙주우삼겹 (20,000원), 어향육사 (20,000원), 향라닭날개 (20,000원), 류육단 (20,000원), 꿔보러우 (20,000원), 즈란닭근위 (20,000원), 마늘쫑볶음 (18,000원), 양고기전골 (25,000원), 향라육사 (20,000원)",매일 12:00 ~ 22:30,
마구로센 한남본점,참치회,4.2,54,"서울 용산구 대사관로31길 24 1층
(지번) 한남동 657-84",37.5343376,127.0060441,02-792-1110,"특정식(A) (45,000원), 정식(B) (33,000원), A코스 1인 (59,000원), B코스 1인 (79,000원), C코스 1인 (100,000원), 스페셜코스 1인 (140,000원), 어린이 셋트 1인 (15,000원), 아카미 초밥 (35,000원), 오토로 초밥 (45,000원), 오토로 아카미 초밥 (40,000원), 장어덮밥 (25,000원), 대구탕 (15,000원), 알탕 (15,000원), 회덮밥 (12,000원), 뚝배기우동 (12,000원), 판모밀 (10,000원), 판모밀(대) (12,000원)",월~토 10:00 ~ 22:00 · 휴게시간 월~토 14:30 ~ 17:00,
무네,카페,4.5,13,"서울 용산구 청파로45길 3 3층
(지번) 청파동3가 24-50",37.54410059,126.9703138,02-6328-0658,"아메리카노 (4,500원), 카페라떼 (5,000원), 바닐라라떼 (5,500원), 초코라떼 (6,000원), 히비스커스 허브차 (5,000원)",영업시간 매일 11:30 ~ 20:00,
국수집,국수,4.5,30,"서울 용산구 백범로 275 상가동 1층 B105호
(지번) 효창동 286",37.54031666,126.9596715,02-715-3752,"잔치국수 (5,000원), 김치비빔국수 (6,000원), 열무비빔국수 (5,000원), 냉열무국수 (5,000원), 냉잔치국수 (5,000원)",영업시간 월~금 11:00 ~ 21:00,
밤노을,회,4.2,38,"서울 용산구 이촌로29길 25 1층
(지번) 한강로3가 40-37",37.52482982,126.9602315,010-7366-3296,"모둠숙성회 (55,000원), 1인숙성회 (29,000원), 가리비찜 (32,000원), 백골뱅이찜 (39,000원), 가리비술찜 (35,000원)",월~토 17:00 ~ 23:00,
레드문,중국요리,4,170,"서울 용산구 한남대로20길 41-4 지하1층
(지번) 한남동 31-12",37.53502663,127.0095221,010-2188-1012,"차가운 시추안 비빔면 (16,000원), 차가운 삼겹살과 칠리 오일 (18,000원), 시추안 치킨윙 (18,000원), 부다피자 (22,000원), 마파 두부 (24,000원)",월~토 17:00 ~ 24:00,
헬카페스피리터스,카페,3.3,170,"서울 용산구 이촌로 248 한강맨션 31동 208호
(지번) 이촌동 300-23",37.51938659,126.975026,070-7612-4687,"Best 클래식 카푸치노 (HOT) (5,300원), Best 헬 라떼 (HOT) (5,500원), 아메리카노 (HOT) (5,300원), 카페라떼 (HOT) (5,500원), 카푸치노 (5,500원)",영업시간 월~금 11:30 ~ 20:30,
뚱단지,"육류,고기",4.5,29,"서울 용산구 새창로 124-2 1층
(지번) 용문동 25-40",37.53647874,126.9606792,02-704-9622,"갈매기살 (500g) (16,000원), 모듬 (500g) (16,000원), 갈+껍데기 (500g) (16,000원), 매운양념 갈매기 (450g) (17,000원), 소갈비살 (300g) (19,000원)",월요일,
용산은행나무포차,실내포장마차,3.4,235,"서울 용산구 서빙고로 4-12 1,2층
(지번) 한강로3가 49-3",37.5257203,126.9651644,,"오뎅탕 (18,000원), 알탕 (18,000원), 삼겹살(1인) (16,000원), 닭도리탕 (35,000원), 보쌈 (예약시) (18,000원), 김치전 (8,000원), 부추전 (8,000원), 오징어전골 (25,000원), 생선구이 (18,000원), 닭발 (15,000원), 닭똥집 (15,000원), 오징어숙회 (18,000원), 두부김치 (18,000원), 오징어볶음 (22,000원), 골뱅이무침 (22,000원), 윙 (12,000원), 편육 (12,000원), 짜빠게티 (8,000원), 우동 (7,000원), 찐만두 (8,000원), 물만두 (6,000원)",월~토 17:00 ~ 01:00,
초승달,일식,4.2,81,"서울 용산구 회나무로26길 12 1층
(지번) 이태원동 226-3",37.53955882,126.9912773,02-7496-4444,"초승달 오마카세 (1인) (59,000원), 숙성사시미 (2인) (33,000원), 통새우버거 (13,000원), 후토마키 플레이트 (4ps) (31,000원), 스페셜모듬초밥 (13ps) (24,000원)",월요일,
면마루,한식,4.1,52,"서울 용산구 신흥로 86 2층
(지번) 용산동2가 16-1",37.54565366,126.985939,02-797-3449,"칼국수 (8,000원), 떡만두국 (8,000원), 만두국 (8,000원), 떡국 (8,000원), 육개장 (8,000원), 갈비탕 (8,000원), 우거지갈비탕 (8,000원), 왕만두 (8,000원), 물냉면 (8,000원), 비빔냉면 (8,000원), 김치찌개(2인이상) (8,000원), 제육볶음 (2인이상) (8,000원), 생삼겹살(180g) (14,000원), 대패삼겹살 (180g) (14,000원), 우삼겹(180g) (12,000원), 오리로스구이 (500g) (35,000원), 오징어볶음(2인이상) (9,000원), 소불고기야채전골(2인이상) (9,000원)",매일 10:00 ~ 22:00,
엔다이브한남,카페,3.1,244,"서울 용산구 이태원로54길 52-2 1층
(지번) 한남동 683-86",37.53620129,127.0010171,02-794-3334,"피치아일랜드 (7,000원), 에티오피아 보타바 위시드 필터커피 (6,500원), 콜롬비아 라미레즈 허니스위트 필터커피 (7,500원), 마루 모카 콜드브루 (7,000원), 바닐라콜드브루 (6,500원), 콜드브루 라떼 (6,000원), 새벽3시 (7,000원), 밀크티 (7,500원), 말차라떼 (7,500원)",매일 12:00 ~ 22:00,
블루메쯔 노들섬점,양식,3.9,93,서울 용산구 이촌동 302-146 노들섬복합문화공간 3층 B-13호,37.51788338,126.957701,02-797-6658,"고기파이 (14,000원), 블루메쯔 콥 샐러드 (14,000원), 바이스 빈 스튜 (22,000원), 드라이에이징 채끝 스테이크(300g) (49,500원), 소시지 플래터 (25,000원)",월요일,
꼼모아,프랑스음식,3.8,145,"서울 용산구 신흥로 56 1층
(지번) 용산동2가 26-10",37.54351587,126.9877008,02-6217-5252,"비프 웰링톤(예약메뉴) (80,000원), 컬리플라워 퓨레와 비스크 소스를 곁들인 관자구이 (28,000원), 그릴한 문어 다리와 먹물 리조또&수란 (33,000원), 봉화 농장 오리 다리 꽁피&오렌지,당근퓨레 (35,000원), 이베리코 흑돼지 플루마 구이 (스페인) (38,000원), 닭안심살을 채워 구운 메추리 (35,000원), 소고기 토마토 라구 파스타 (29,000원), 마늘&허브 버터와 달팽이를 오븐에 구운 그라탕 (21,000원), 봉화농장 오리 가슴살, 닭간이 들어간 콜드 뚝뜨 (21,000원), 성게알 크렘 브륄레 (21,000원), 크랜베리와 호두를 넣어 페스츄리에 감싸 구운 브리 치즈 (23,000원), 수란과 세라노 하몽(스페인산)을 곁들인 아스파라거스 (26,000원), 감자튀김 (8,000원), 감자치즈그라탕 (9,000원), 치즈&햄 플레이트 (23,000원), 오늘의 소르베 (9,000원), 꼼모아 오렌지 수플레 (13,000원)","월,목,금 17:30 ~ 23:00",
타코스탠드,"멕시칸,브라질",4,299,"서울 용산구 신흥로 34 1층
(지번) 용산동2가 45-9",37.54146786,126.9873068,010-9776-8989,"살코기 (3,300원), 초리조 (3,800원), 관자놀이 (3,800원), 순대 (3,800원), 위, 오소리 감투 (4,300원), 소뽈살 (4,800원), 돼지껍데기 튀김 (5,500원), 소 업진살 (4,600원)",매일 13:00 ~ 22:00,
용산양꼬치,양꼬치,3.3,139,"서울 용산구 백범로99길 60 1층
(지번) 한강로1가 256",37.53582299,126.9728189,02-749-9088,"양다리통구이(소) (86,000원), 등심왕꼬치 (250g 냉장육) (25,000원), 양꼬치 (250g 냉장육) (16,000원), 갈비살 꼬치(1인분) (18,000원), 고급양갈비 (250g 냉장육) (28,000원), 꿔바오러우(소) (15,000원), 유린기 (28,000원), 경장육슬 (20,000원), 향라오징어 (26,000원), 크림새우 (28,000원), 삼선누룽지탕 (28,000원), 어향가지 (18,000원), 지삼선 (18,000원), 마파두부 (15,000원), 양보양탕 (15,000원), 양전골 (30,000원), 우육면 (10,000원), 온면 (8,000원), 탄탄면 (10,000원), 마파덮밥 (8,000원)",월~토 11:00 ~ 22:40 · 휴게시간 월~토 14:30 ~ 16:30,
섬마을 회수산,회,4.4,46,"서울 용산구 대사관로 72 1층
(지번) 한남동 633-3",37.53309521,127.0059471,0503-7150-6143,"포항 막회(중) (43,000원), 광어(중) (35,000원), 우럭(중) (35,000원), 연어(중) (35,000원), 도미(중) (60,000원), 오징어숙회 (20,000원), 도다리 회(중) (40,000원), 도다리 세꼬리(중) (40,000원), 서더리 매운탕 (6,000원), 산낙지 (25,000원), 해삼 (25,000원), 멍게 (15,000원), 해삼+멍게 (30,000원), 전복 회 (30,000원), 가리비 찜 or 구이 (30,000원), 조개 찜 (40,000원), 오징어튀김 (25,000원), 땡부추전 (15,000원), 1인물회 (15,000원), 특선물회 (45,000원), 활어초밥 (18,000원), 회덮밥 (10,000원)",월요일,
어제의카레,퓨전일식,4.6,60,"서울 용산구 우사단로2길 3 1층
(지번) 보광동 273-2",37.53077182,126.9970315,010-3943-0848,"등심카츠카레 (14,000원), 안심카츠카레 (15,000원), 야채카레 (9,000원), 치킨카레 (9,500원), 고로케카레 (9,500원)",영업시간 월~금 11:30 ~ 21:00,
오츠커피,카페,4.4,366,"서울 용산구 원효로89길 13-12
(지번) 원효로1가 48-8",37.54041276,126.9677636,,"아메리카노 (4,000원), 더치 (4,000원), 더치라떼 (4,500원), 플랫화이트 (4,500원), 카페라떼 (4,500원), 아인슈페너 (5,000원)",영업시간 월~금 11:00 ~ 20:00,
명화원,중국요리,3,238,"서울 용산구 한강대로 202
(지번) 한강로1가 14-28",37.5363594,126.9746259,02-792-2969,"짜장면 (6,000원), 짬뽕 (7,000원), 군만두 (8,000원), 물만두 (8,000원), 탕수육(중) (18,000원)","월,일요일",
메시야,"돈까스,우동",4.1,76,"서울 용산구 한강대로 358 1층
(지번) 동자동 14-125",37.55007722,126.9723191,02-318-5235,"치즈 돈까스 (11,500원), 갈릭 돈까스 (11,500원), 김치 (12,000원), 고구마김치 (12,500원), 갈릭파 (12,000원), 로스 (11,000원), 가츠다마로스 (12,000원), 가츠다마 김치 (12,500원), 뽕다마 (12,500원), 뽕까스 (12,500원), 실크로드 왕까스 (11,500원), 와사마요 새우 (14,000원), 아게교자 (5,000원), 떡고치 (2,500원)",영업시간 월~금 11:00 ~ 20:00 · 휴게시간 월~금 14:00 ~ 17:00,
북파크라운지,북카페,3.8,224,"서울 용산구 이태원로 294 블루스퀘어 3층
(지번) 한남동 727-56",37.54086944,127.0024853,070-7770-0539,"아인슈페너 (7,000원), 연유곡물슈페너 (7,000원), 콜드브루 (6,500원), 콜드브루라떼 (7,000원), 에스프레소 (5,000원), 아메리카노 (5,000원), 카페라떼 (5,500원), 카푸치노 (5,500원), 바닐라라떼 (6,000원), 캐모마일 (6,000원), 페퍼민트 (6,000원), 아이스티 (6,000원)",월요일,
아라베스크 이태원점,인도음식,4.7,13,"서울 용산구 이태원로 227 2층
(지번) 한남동 737-4",37.53564357,126.9988659,02-790-6910,메뉴 없음,매일 11:30 ~ 22:00,
와우신내떡,떡볶이,4.6,90,"서울 용산구 청파로45길 12-1 1층
(지번) 청파동3가 24-73",37.54443351,126.9699377,02-704-8485,"와우홀릭세트 (16,500원), 와우떡볶이 （1인분） (4,500원), 갈릭 후라이 (4,900원), 닭가라아게 5개 (4,500원), 야끼만두 5개 (3,000원), 김말이 5개 (3,000원), 참치마요 주먹밥 (2,500원), 트리플치즈 추가 (2,500원), 펩시콜라 (2,500원)",영업시간 월~금 11:00 ~ 21:00 · 휴게시간 월~금 14:00 ~ 15:00,
카오산,태국음식,4.2,43,"서울 용산구 이태원로20길 13 1층
(지번) 이태원동 74-40",37.53371959,126.9921586,02-797-4331,"팟타이 Pad thai (14,000원), 똠양꿍 Hot & sour prawn soup (17,000원), 팟카프라오무삽 Spicy pork on rice (14,000원), 카오랏꿍팟퐁커리Curry prawn on rice (14,000원), 나시고랭 Nasi Goeng (14,000원), 넴 Fermented sausages (9,000원), 텃만꿍 Prawn cutlet (7,000원), 얌운센 Glass noodle salad (14,000원), 무파로 Braised pork belly (12,000원), 솜탐 Papaya salad (12,000원), 얌솜오 Grapefruit salad (11,000원), 푸팟퐁커리 Curry crab (23,000원), 꿍팟퐁커리 Curry prawns (23,000원), 가이텃 Lemon chicken (20,000원), 가이팟남풍 Honey garlic chicken (23,000원), 팟키마오 Drunken noodles (15,000원), 카오팟푸 Fried rice with crab meat (16,000원), 카오팟탈레 Seafood fried rice (15,000원), 공기밥 Rice (2,000원), 코카콜라 355mL (1,500원), 스프라이트 Sprite 355mL (1,500원), 타이 티 Thai tea 310mL (4,000원), 참이슬후레쉬 Chamisul (3,000원), 처음처럼 Chum Churum (3,000원), 타이거 Tiger Beer 640mL (7,000원), 창 Chang Beer 320mL (6,000원)","월,화,수,목,일 11:30 ~ 22:00",
녹트,와인바,4.2,422,"서울 용산구 올림픽대로 2085-96 THE RIVER 2층
(지번) 용산동6가 451",37.50803151,126.9845515,02-595-6641,"Potato & Sausage (19,000원), Prawn & Octopus Confit (32,000원), Spring Onion Pesto Pasta (30,000원), Seasonal Fish Pasta (36,000원), Iberico (55,000원), BEEF TARTARE (32,000원), CLAM STEW (38,000원), VONGOLE PASTA (28,000원)",월~토 18:00 ~ 24:00,
한냄비,샤브샤브,3.6,81,"서울 용산구 대사관로30길 17 1층 2호
(지번) 한남동 631-17",37.53251994,127.0056591,02-2297-0166,"샤브샤브.미국산 런치 (14,900원), 샤브샤브한우런치 (19,900원), 스키야키미국산런치 (14,900원), 스키야키한우런치 (19,900원), 샤브샤브미국산디너 (19,900원), 샤브샤브한우디너 (26,900원), 스키야키미국산디너 (19,900원), 스키야키한우디너 (26,900원)",영업시간 월~금 11:00 ~ 21:30 · 휴게시간 월~금 15:00 ~ 17:00,
시후쿠 1호점,일본식주점,3.8,59,"서울 용산구 백범로99길 46 1층
(지번) 한강로1가 250-2",37.5361068,126.9720212,02-790-8848,"믹스카레 (10,000원), 유케동 (10,000원), 나가사키 짬뽕탕 (14,000원), 연어사시미 (소) (13,000원), 오꼬노미야끼 (17,000원), 김치 치즈 믹스동 (11,500원), 규동 (9,500원), 믹스동 (10,000원), 김치 치즈 가츠동 (10,500원), 사케동 (13,000원), 에비 가츠나베 (9,500원), 김치 에비 가츠나베 (11,000원), 쇠고기 마라 나베 (11,000원), 수제 등심 돈까스 (9,000원), 모듬 까스 (10,000원), 살치살 육회 (16,000원), 살치살 쇠고기 타다끼 (16,000원), 쇠고기 숙주 볶음 (13,000원), 유린기 (소) (7,500원), 치킨 가라아게 (소) (7,500원)",월~토 11:30 ~ 23:00 · 휴게시간 월~토 14:30 ~ 17:20,
더리버,카페,4.7,26,"서울 용산구 올림픽대로 2085-96
(지번) 용산동6가 451",37.50803151,126.9845515,,메뉴 없음,"월,일요일",
단골집,퓨전요리,4,39,"서울 용산구 보광로59길 14-1 2층
(지번) 이태원동 128-10",37.53405762,126.9932286,02-797-3373,메뉴 없음,"월,화,수,목,일 17:00 ~ 24:00",
네키드윙즈,치킨,4.4,41,"서울 용산구 녹사평대로 174-11 1층
(지번) 이태원동 34-8",37.53380803,126.9894087,070-4078-7411,"싱글플래터 (19,500원), 더블플래터 (37,900원), 파티플래터 (71,900원), 윙 (10개) (14,900원), 윙 (15개) (21,900원), 윙 (20개) (28,500원)",월~목 16:30 ~ 23:00,
꿈앤펀,양식,4.7,26,"서울 용산구 신흥로20길 7
(지번) 용산동2가 1-561",37.54610159,126.9848839,070-8227-1940,"하몽&멜론 (16,000원), 이베리코 초리조(50g)&살치촌(50g) &올리브 1~2인분 (25,000원), 하몽 앤 멜론 (16,000원), 모듬치즈（치즈 4종&올리브 크래커） 2~3인분 (20,000원), 새우 가득 감바스 (22,000원), 까르보나라 스튜 ＋ 호밀빵5장 (22,000원), 호밀빵 추가 5개 (4,000원), 이베리코 캄포 하몽 멜론（소） (33,000원), 한우등심 스테이크 300g(12월행사) (49,000원), 오리지널 안심 스테이크 (23,900원), 조각 과일 1~2인분 (10,000원), 하몽50g&그린올리브 (18,000원), 본샹스 모스카토（기본 달달이） (18,000원), 스위트 레빗 （요커트향 가득나는 모스카토) (30,000원), 빌라클레라（가성비 쵝오의 스파클링 까바) (28,000원), 빌라뉴 까바로제（스파클링 비건 유기농 마치 샴페인 느낌） (40,000원), 모엣샹동 （첫 샴페인） (79,900원), 알자스 크레망 로제 스파클링 샴페인 느낌 가득! (45,000원), 카사로 마타 쇼비뇽블랑（화사한 느낌 ） 화이트와인 (18,000원), 맥미니스 비오니에（미국산 따스한 봄 같은 느낌 바릴라） (39,000원), 뉴통보노이 리저버 샤르도네（가성비 극강 프랑스 보르고뉴 (44,000원), 나인헷츠 （미국 위싱턴에서 온 페트롤향가득 리즐링） (34,000원), 카라스 델 보스케 샤도（칠레산 고급 화이트 가성비 굿굿 (28,000원), 샤또 르 코인 화이트（프랑스 보로도 와인의 정석） (30,000원), 에바 말보로 쇼블（뉴질랜드 고급 말보로 쇼블 ） (48,000원), 브래드앤 버터 （강력한 토스트향과 묵직함 나파와인 (59,000원), 마큐스 로제 （로제 첫맛은 화이트 뒷맛은 레드의 풍미） (33,000원), 맥미니스 쁘띠쉬라 750ml (44,000원), 후안길 블루(스페인 최고의 와인 비비노4.5) (100,000원), 알바로블레(최고의 드라이함과 가성비) (39,000원)",매일 17:00 ~ 02:00,
